"","V8","purecontrol_TEMP","purecontrol","relid","success","follow_lfc","fav_plyr","fav_plyr_TEXT","perform18","year_born_1","gender","educ","city_uk_1","pid","shaqiri_11","Milner_1","Klopp_1","tr_intro","tr_failure","tr_success","tr_character","tr_relid","world_cup","improve_lfc_1","improve_lfc_2","improve_lfc_3","improve_lfc_6","improve_lfc_7","improve_lfc_7_TEXT","salah_perform_12","win_lfc","karius","muslims_common","islam_compatible","imm_impact","Q50","brexit","Q48","end","NA.","ID"
"7451","2019-01-18 10:35:20",3,0,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1967,"Man","Secondary school","Coventry","Labour",7,9,10,1,1,NA,1,NA,"The right amount","0","Defense","0","0","0","",9,"Somewhat likely","Neither agree nor disagree","A little in common","Don’t know","Neither positive nor negative","There is a fundamental clash between Central European culture  (e.g. Poland, Lithuania, Slovakia) and the values of British society","No Brexit would be best","White or White British",1,NA,2413
"7452","2019-01-11 10:36:50",0,1,0,1,"Somewhat closely (watch big matches, read news occasionally)","Bobby Firmino","","Very satisfied",1968,"Man","Secondary school","London","Conservative",8,7,10,NA,NA,NA,NA,NA,"Too few","0","0","0","Keeping a lead","0","",7,"","","","","","","","",NA,NA,422
"7453","2019-01-18 10:36:15",1,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1960,"Man","Vocational training","Oxford","None of the above",9,10,10,1,NA,1,NA,1,"Too few","0","0","0","0","Other","",10,"Somewhat likely","Strongly agree","Nothing in common","Islam is generally compatible with the values of British society","Positive","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","Hard Brexit would be best","White or White British",1,NA,3752
"7454","2019-01-11 10:40:04",1,0,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1970,"Man","Some university","Liverpool","None of the above",8,10,10,1,NA,1,NA,1,"The right amount","0","Defense","Midfield","0","0","",10,"Somewhat likely","Strongly agree","","","","","","",NA,NA,11717
"7455","2019-01-11 10:33:52",3,0,1,0,"Very closely (watch every match, read news almost daily)","Other (insert name)","Virgil van dijk","Somewhat satisfied",1977,"Man","University degree","Bangor","None of the above",7,7,9,1,1,NA,NA,1,"The right amount","0","0","Midfield","0","0","",8,"Somewhat likely","Somewhat agree","A little in common","-99","","","","",NA,NA,10562
"7456","2019-01-11 10:40:25",1,0,0,0,"Somewhat closely (watch big matches, read news occasionally)","Bobby Firmino","","Very satisfied",1964,"Man","Secondary school","Exeter","None of the above",8,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","","","","","",NA,NA,2267
"7457","2019-01-18 10:41:08",5,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1961,"Woman","University degree","Bristol","Labour",7,7,8,1,NA,1,NA,1,"The right amount","0","0","0","Keeping a lead","0","",8,"Very likely","Somewhat disagree","A little in common","Neither","Neither positive nor negative","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","No Brexit would be best","White or White British",1,NA,7281
"7458","2019-01-18 10:45:07",2,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1956,"Man","Secondary school","Oxford","Labour",8,9,10,1,1,NA,NA,1,"The right amount","0","0","0","Keeping a lead","0","",10,"Very likely","Somewhat disagree","A little in common","Islam is generally compatible with the values of British society","Positive","There is a fundamental clash between Central European culture  (e.g. Poland, Lithuania, Slovakia) and the values of British society","No Brexit would be best","White or White British",1,NA,6620
"7459","2019-01-18 10:42:03",2,0,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1960,"Man","Secondary school","Armagh","Other",7,8,10,1,1,NA,1,NA,"Too many","0","0","Midfield","0","0","",9,"Very likely","Somewhat agree","A little in common","Neither","Positive","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","No Brexit would be best","White or White British",1,NA,7710
"7460","2019-01-18 10:50:16",6,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1951,"Man","University degree","Manchester","Liberal Democrat",7,8,10,1,1,NA,1,NA,"The right amount","0","0","Midfield","0","0","",9,"Very likely","Strongly agree","A little in common","Neither","Somewhat negative","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","Hard Brexit would be best","White or White British",1,NA,3418
"7461","2019-01-11 10:50:41",3,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1958,"Man","Vocational training","Liverpool","Labour",5,5,10,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Strongly agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","Neither","No Brexit would be best","White or White British",NA,NA,513
"7462","2019-01-11 10:34:07",5,0,1,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1951,"Man","Vocational training","Cardiff","UK Independence Party (UKIP)",10,10,10,1,1,NA,NA,1,"The right amount","Offense","0","0","0","0","",10,"Somewhat likely","Somewhat disagree","Nothing in common","There is a fundamental clash between Islam and the values of British society","","","","",NA,NA,5641
"7463","2019-01-11 10:56:29",5,0,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1966,"Man","University degree","Bradford","Labour",6,7,10,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Very likely","Strongly agree","A lot in common","Islam is generally compatible with the values of British society","Positive","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","","",NA,NA,10953
"7464","2019-01-18 10:58:21",4,0,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1977,"Man","Some university","Cambridge","Conservative",7,8,8,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",8,"Somewhat likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat positive","There is a fundamental clash between Central European culture  (e.g. Poland, Lithuania, Slovakia) and the values of British society","Soft Brexit would be best","White or White British",1,NA,991
"7465","2019-01-11 10:57:04",1,0,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1956,"Man","Secondary school","Truro","Other",8,8,10,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Strongly agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","Hard Brexit would be best","White or White British",NA,NA,333
"7466","2019-01-11 11:04:46",2,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1961,"Man","Secondary school","Leeds","Labour",7,9,9,1,1,NA,1,NA,"The right amount","","","","","","",NA,"","","","","","","","",NA,NA,1681
"7467","2019-01-11 11:01:08",2,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1969,"Man","Secondary school","Bradford","Conservative",7,9,9,1,NA,1,1,NA,"The right amount","0","Defense","Midfield","0","0","",8,"Somewhat unlikely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","There is a fundamental clash between Central European culture  (e.g. Poland, Lithuania, Slovakia) and the values of British society","No Brexit would be best","White or White British",NA,NA,4855
"7468","2019-01-11 11:06:10",4,0,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1972,"Man","Secondary school","London","None of the above",8,8,9,1,1,NA,1,NA,"The right amount","0","0","Midfield","0","0","",8,"Somewhat likely","Strongly agree","Nothing in common","Neither","Very negative","Neither","No Brexit would be best","White or White British",NA,NA,11123
"7469","2019-01-18 11:03:41",5,0,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1977,"Man","Vocational training","Brighton and Hove","Conservative",8,8,10,1,1,NA,1,NA,"Too few","Offense","0","0","0","0","",8,"Somewhat unlikely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","Hard Brexit would be best","White or White British",1,NA,1566
"7470","2019-01-11 11:08:31",4,0,0,1,"Very closely (watch every match, read news almost daily)","Other (insert name)","Van dyke","Very satisfied",1962,"Man","Some university","Belfast","Conservative",8,8,9,1,NA,1,1,NA,"Too few","0","0","Midfield","0","0","",8,"Somewhat likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","","","","",NA,NA,4962
"7471","2019-01-11 11:10:19",0,1,0,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1972,"Man","Master’s degree or higher","Belfast","None of the above",6,6,9,NA,NA,NA,NA,NA,"The right amount","Offense","0","Midfield","0","0","",7,"Somewhat likely","Somewhat disagree","Nothing in common","Don’t know","","","","",NA,NA,8764
"7472","2019-01-11 11:10:28",6,0,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1981,"Man","Vocational training","Sheffield","Labour",7,7,9,1,NA,1,NA,1,"The right amount","0","Defense","Midfield","0","0","",8,"Somewhat likely","Strongly agree","A little in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","Neither","-99","White or White British",NA,NA,1420
"7473","2019-01-18 11:09:47",6,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1964,"Man","University degree","Peterborough","Liberal Democrat",6,7,9,1,1,NA,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Very likely","Strongly agree","A little in common","There is a fundamental clash between Islam and the values of British society","Somewhat positive","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","Soft Brexit would be best","White or White British",1,NA,7534
"7474","2019-01-18 11:13:43",5,0,1,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1968,"Man","Some university","Liverpool","None of the above",7,7,9,1,1,NA,NA,1,"The right amount","0","Defense","0","0","0","",7,"Somewhat likely","Strongly agree","A little in common","Neither","Somewhat positive","Neither","No Brexit would be best","White or White British",1,NA,4227
"7475","2019-01-11 11:14:30",0,1,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1961,"Man","Vocational training","Liverpool","Labour",7,8,9,NA,NA,NA,NA,NA,"The right amount","0","0","Midfield","0","0","",8,"Somewhat likely","Strongly agree","A little in common","-99","-99","-99","-99","White or White British",NA,NA,1011
"7476","2019-01-11 11:12:52",4,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1948,"Woman","Secondary school","Liverpool","None of the above",5,10,9,1,NA,1,NA,1,"The right amount","0","0","0","Keeping a lead","0","",9,"Very likely","Neither agree nor disagree","A little in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","Neither","No Brexit would be best","White or White British",NA,NA,3796
"7477","2019-01-11 11:21:31",2,0,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1979,"Man","Vocational training","Derby","Labour",8,8,9,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat agree","A little in common","Islam is generally compatible with the values of British society","Positive","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","No Brexit would be best","White or White British",NA,NA,9603
"7478","2019-01-11 11:20:45",3,0,0,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1959,"Woman","Master’s degree or higher","Newry","None of the above",9,7,9,1,1,NA,1,NA,"Too few","0","0","0","Keeping a lead","0","",8,"Somewhat likely","-99","-99","Neither","Positive","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","No Brexit would be best","White or White British",NA,NA,6066
"7479","2019-01-18 11:27:19",2,0,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1972,"Man","University degree","Chester","Labour",7,9,10,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Strongly agree","A little in common","Islam is generally compatible with the values of British society","Somewhat negative","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","Hard Brexit would be best","White or White British",1,NA,8097
"7480","2019-01-18 11:26:50",2,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1946,"Woman","Vocational training","Manchester","Conservative",9,9,10,1,1,NA,NA,1,"The right amount","0","0","0","Keeping a lead","0","",9,"Very likely","Strongly agree","A little in common","Neither","Neither positive nor negative","Neither","Hard Brexit would be best","White or White British",1,NA,2537
"7481","2019-01-18 11:27:39",0,1,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1970,"Man","Vocational training","Carlisle","None of the above",6,7,9,NA,NA,NA,NA,NA,"The right amount","0","Defense","0","0","0","",10,"Somewhat likely","Strongly agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Very negative","There is a fundamental clash between Central European culture  (e.g. Poland, Lithuania, Slovakia) and the values of British society","Soft Brexit would be best","White or White British",1,NA,1600
"7482","2019-01-18 11:29:01",4,0,0,1,"Very closely (watch every match, read news almost daily)","Other (insert name)","Virgil Van Djik","Very satisfied",1973,"Man","Some university","Kingston upon Hull","Labour",7,8,9,1,NA,1,1,NA,"The right amount","0","0","Midfield","0","0","",8,"Somewhat likely","Somewhat agree","A little in common","Don’t know","Positive","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","No Brexit would be best","White or White British",1,NA,11469
"7483","2019-01-18 11:22:23",2,0,0,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1967,"Man","University degree","Peterborough","Conservative",8,8,9,1,NA,1,1,NA,"The right amount","0","0","0","Keeping a lead","0","",9,"Very likely","Strongly agree","A little in common","Neither","Somewhat positive","Neither","No Brexit would be best","White or White British",1,NA,2349
"7484","2019-01-11 11:34:26",7,0,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1976,"Man","Secondary school","Peterborough","None of the above",8,9,10,1,1,NA,1,NA,"The right amount","0","Defense","0","0","0","",7,"Somewhat unlikely","Somewhat agree","Nothing in common","Neither","Neither positive nor negative","","","",NA,NA,2966
"7485","2019-01-11 11:32:56",0,1,0,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1965,"Woman","Some university","Coventry","Labour",7,8,9,NA,NA,NA,NA,NA,"Too few","0","0","0","0","Other","",7,"Very likely","Somewhat agree","A little in common","There is a fundamental clash between Islam and the values of British society","","","","",NA,NA,5558
"7486","2019-01-18 11:29:53",5,0,1,0,"Very closely (watch every match, read news almost daily)","Other (insert name)","Andy Robinson","Somewhat satisfied",1969,"Man","Secondary school","Liverpool","Labour",4,6,10,1,1,NA,NA,1,"The right amount","0","0","0","0","Other","None",10,"Very likely","Strongly agree","Nothing in common","Don’t know","Negative","There is a fundamental clash between Central European culture  (e.g. Poland, Lithuania, Slovakia) and the values of British society","-99","White or White British",1,NA,9236
"7487","2019-01-11 11:35:07",1,0,0,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1957,"Woman","Vocational training","Peterborough","Labour",10,10,10,1,NA,1,1,NA,"Too few","0","0","0","Keeping a lead","0","",9,"Somewhat likely","Somewhat agree","A little in common","Don’t know","Somewhat positive","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","Soft Brexit would be best","White or White British",NA,NA,7344
"7488","2019-01-11 11:33:46",4,0,1,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1970,"Man","Vocational training","Leicester","Labour",9,8,9,1,1,NA,NA,1,"Too few","0","Defense","0","0","0","",9,"Somewhat likely","Somewhat disagree","A little in common","Neither","Neither positive nor negative","Neither","Hard Brexit would be best","White or White British",NA,NA,5586
"7489","2019-01-11 11:32:18",0,1,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1948,"Woman","Secondary school","Lancaster","Labour",5,8,10,NA,NA,NA,NA,NA,"Too few","0","0","0","Keeping a lead","0","",9,"Somewhat likely","Neither agree nor disagree","A little in common","Don’t know","Somewhat positive","Neither","Soft Brexit would be best","White or White British",NA,NA,6572
"7490","2019-01-18 11:37:17",5,0,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1974,"Man","Vocational training","Liverpool","Labour",7,8,9,1,NA,1,NA,1,"Too few","0","0","Midfield","0","0","",8,"Somewhat likely","Neither agree nor disagree","Nothing in common","Neither","Somewhat positive","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","No Brexit would be best","White or White British",1,NA,6108
"7491","2019-01-18 11:37:56",1,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1983,"Man","Secondary school","Sheffield","UK Independence Party (UKIP)",8,8,10,1,1,NA,1,NA,"The right amount","0","0","Midfield","0","0","",9,"Very likely","Neither agree nor disagree","Nothing in common","Don’t know","Very negative","Don’t know","No Brexit would be best","-99",1,NA,6747
"7492","2019-01-11 11:40:39",4,0,1,0,"Very closely (watch every match, read news almost daily)","Other (insert name)","Virgil van Dyke","Very satisfied",1973,"Man","Some university","Carlisle","Conservative",7,7,9,1,1,NA,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Strongly agree","A lot in common","Islam is generally compatible with the values of British society","","","","",NA,NA,11183
"7493","2019-01-18 11:33:49",3,0,1,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1963,"Man","Some university","Liverpool","Labour",8,7,10,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat disagree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Somewhat negative","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","Hard Brexit would be best","White or White British",1,NA,7435
"7494","2019-01-18 11:39:34",4,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1961,"Man","Vocational training","Glasgow","Other",8,7,9,1,NA,1,1,NA,"The right amount","0","0","Midfield","0","0","",8,"Somewhat likely","Somewhat agree","A little in common","Don’t know","Somewhat positive","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","No Brexit would be best","Other",1,NA,1027
"7495","2019-01-18 11:41:47",1,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1977,"Man","Vocational training","London","Conservative",8,8,9,1,1,NA,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Very likely","Strongly agree","A little in common","Neither","Neither positive nor negative","Neither","Hard Brexit would be best","White or White British",1,NA,1509
"7496","2019-01-18 11:36:27",5,0,0,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1944,"Man","Primary school","Salisbury","None of the above",-99,9,10,1,NA,1,1,NA,"Too few","0","0","0","Keeping a lead","0","",10,"Very likely","Somewhat agree","Nothing in common","Don’t know","Neither positive nor negative","Don’t know","No Brexit would be best","White or White British",1,NA,10971
"7497","2019-01-11 11:47:08",4,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1966,"Woman","University degree","Chester","Labour",6,6,8,1,1,NA,NA,1,"","","","","","","",NA,"","","","","","","","",NA,NA,8899
"7498","2019-01-11 11:46:20",3,0,1,1,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1958,"Woman","Vocational training","Bristol","None of the above",8,7,9,1,NA,1,NA,1,"The right amount","0","0","0","0","Other","",9,"Somewhat likely","Neither agree nor disagree","A little in common","","","","","",NA,NA,994
"7499","2019-01-18 11:46:30",0,1,1,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1979,"Man","Secondary school","Cambridge","None of the above",8,7,10,NA,NA,NA,NA,NA,"The right amount","0","0","Midfield","0","0","",10,"Very likely","Somewhat agree","Nothing in common","Neither","Neither positive nor negative","Neither","No Brexit would be best","White or White British",1,NA,3104
"7500","2019-01-11 11:53:01",3,0,1,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1972,"Man","Some university","Dundee","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,"","","","","","","","",NA,NA,6047
"7501","2019-01-11 11:52:10",5,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1969,"Woman","Vocational training","Winchester","Conservative",8,8,9,1,1,NA,1,NA,"The right amount","","","","","","",NA,"","","","","","","","",NA,NA,3709
"7502","2019-01-11 11:56:13",3,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1966,"Man","Vocational training","Norwich","Conservative",7,6,9,1,NA,1,NA,1,"The right amount","0","Defense","0","0","0","",8,"Somewhat likely","Somewhat agree","A little in common","Neither","Somewhat positive","Neither","No Brexit would be best","White or White British",NA,NA,7925
"7503","2019-01-18 11:03:48",4,0,0,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1971,"Man","Some university","Stoke-on-Trent","Conservative",7,7,10,1,NA,1,1,NA,"The right amount","Offense","0","Midfield","0","0","",7,"Somewhat likely","Strongly agree","A little in common","There is a fundamental clash between Islam and the values of British society","Positive","There is a fundamental clash between Central European culture  (e.g. Poland, Lithuania, Slovakia) and the values of British society","Hard Brexit would be best","White or White British",1,NA,2007
"7504","2019-01-11 11:49:37",6,0,0,1,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Very satisfied",1966,"Woman","Secondary school","Birmingham","None of the above",8,5,9,1,NA,1,1,NA,"The right amount","0","Defense","0","0","0","",8,"Somewhat likely","Neither agree nor disagree","Nothing in common","Don’t know","-99","Don’t know","-99","-99",NA,NA,1313
"7505","2019-01-18 11:59:08",7,0,1,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Somewhat satisfied",1975,"Man","University degree","Kingston upon Hull","Conservative",8,8,10,1,1,NA,NA,1,"The right amount","0","Defense","0","Keeping a lead","0","",8,"Somewhat likely","Neither agree nor disagree","Nothing in common","Neither","Neither positive nor negative","There is a fundamental clash between Central European culture  (e.g. Poland, Lithuania, Slovakia) and the values of British society","Hard Brexit would be best","White or White British",1,NA,6525
"7506","2019-01-11 11:58:40",4,0,0,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1975,"Man","Secondary school","Cardiff","Labour",7,8,9,1,NA,1,1,NA,"The right amount","0","Defense","0","0","0","",10,"Somewhat likely","Strongly agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Neither positive nor negative","Neither","No Brexit would be best","White or White British",NA,NA,6352
"7507","2019-01-11 11:58:07",1,0,1,1,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1969,"Man","Vocational training","Newport","Conservative",8,8,10,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat disagree","A little in common","There is a fundamental clash between Islam and the values of British society","Somewhat positive","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","Soft Brexit would be best","White or White British",NA,NA,9906
"7508","2019-01-18 11:56:10",1,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1968,"Man","Secondary school","Glasgow","None of the above",7,8,10,1,1,NA,1,NA,"The right amount","0","0","Midfield","0","0","",10,"Very likely","Strongly agree","Nothing in common","Don’t know","Negative","There is a fundamental clash between Central European culture  (e.g. Poland, Lithuania, Slovakia) and the values of British society","No Brexit would be best","White or White British",1,NA,58
"7509","2019-01-11 12:03:27",5,0,0,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1968,"Man","Secondary school","Aberdeen","Scottish National Party",7,8,8,1,NA,1,1,NA,"The right amount","0","0","Midfield","0","0","",7,"Somewhat likely","Somewhat agree","Nothing in common","","","","","",NA,NA,1183
"7510","2019-01-18 12:04:14",4,0,1,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1966,"Woman","Secondary school","Liverpool","Labour",8,7,10,1,1,NA,NA,1,"The right amount","0","0","Midfield","0","0","",7,"Somewhat likely","Somewhat agree","A little in common","Neither","Neither positive nor negative","Neither","No Brexit would be best","White or White British",1,NA,10960
"7511","2019-01-18 12:06:30",2,0,1,1,"Very closely (watch every match, read news almost daily)","Other (insert name)","Andy Robertson","Somewhat satisfied",1970,"Man","Secondary school","Canterbury","Labour",6,6,8,1,NA,1,NA,1,"The right amount","0","0","Midfield","0","0","",8,"Very likely","Somewhat disagree","A little in common","Don’t know","Positive","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","No Brexit would be best","White or White British",1,NA,5286
"7512","2019-01-11 12:02:35",4,0,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1962,"Woman","Secondary school","Liverpool","None of the above",8,7,10,1,1,NA,1,NA,"Too few","0","0","Midfield","0","0","",8,"Somewhat likely","Strongly agree","Nothing in common","Neither","Neither positive nor negative","Neither","Hard Brexit would be best","White or White British",NA,NA,7389
"7513","2019-01-18 12:08:27",7,0,0,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Somewhat satisfied",1947,"Woman","Vocational training","Stoke-on-Trent","None of the above",8,9,10,1,1,NA,1,NA,"Too few","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat agree","Nothing in common","Neither","Neither positive nor negative","Neither","-99","White or White British",1,NA,139
"7514","2019-01-18 12:09:41",5,0,1,1,"Very closely (watch every match, read news almost daily)","Other (insert name)","Van Dyk","Very satisfied",1949,"Man","Some university","Sheffield","Labour",9,8,9,1,NA,1,NA,1,"Too few","0","0","Midfield","0","0","",9,"Somewhat likely","Somewhat agree","A lot in common","Islam is generally compatible with the values of British society","Very positive","Central European culture (e.g. Poland, Lithuania, Slovakia) is generally compatible with the values of British society","No Brexit would be best","White or White British",1,NA,8895
"7515","2019-01-11 12:12:50",4,0,1,0,"Somewhat closely (watch big matches, read news occasionally)","Mo Salah","","Very satisfied",1960,"Man","Secondary school","Cambridge","Conservative",6,6,9,1,1,NA,NA,1,"Too few","0","Defense","Midfield","0","0","",8,"Somewhat likely","Somewhat agree","","","","","","",NA,NA,6053
"7516","2019-01-11 12:08:55",2,0,0,1,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Somewhat satisfied",1965,"Man","Vocational training","Lincoln","UK Independence Party (UKIP)",8,9,9,1,NA,1,1,NA,"The right amount","0","0","Midfield","0","0","",7,"Very likely","Somewhat agree","Nothing in common","There is a fundamental clash between Islam and the values of British society","Negative","There is a fundamental clash between Central European culture  (e.g. Poland, Lithuania, Slovakia) and the values of British society","Hard Brexit would be best","Other",NA,NA,6436
"7517","2019-01-11 12:07:14",2,0,1,0,"Very closely (watch every match, read news almost daily)","Mo Salah","","Very satisfied",1977,"Man","Vocational training","Liverpool","Labour",7,9,10,1,1,NA,NA,1,"Too few","0","Defense","0","0","0","",8,"Somewhat likely","Somewhat agree","A little in common","Neither","Positive","Neither","Hard Brexit would be best","White or White British",NA,NA,7071
"7518","2019-01-11 12:23:05",0,1,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1978,"Woman","Secondary school","Manchester","Labour",8,7,10,NA,NA,NA,NA,NA,"The right amount","0","Defense","0","0","0","",9,"Somewhat likely","Somewhat agree","A little in common","Don’t know","Somewhat negative","","","",NA,NA,3891
"7519","2019-01-11 12:23:21",3,0,0,0,"Very closely (watch every match, read news almost daily)","Bobby Firmino","","Very satisfied",1956,"Man","Some university","London","Labour",7,8,9,1,1,NA,1,NA,"The right amount","0","0","Midfield","0","0","",8,"Very likely","Somewhat agree","A little in common","Neither","Very positive","Don’t know","No Brexit would be best","",NA,NA,4497
